标题,小区,地区,房源信息,总价,单价,所在区
['高层南向景观好，满五唯一，全新装修，钥匙方便看房'],['利雅湾 '],['珠江新城中'],['3室2厅 | 129.91平米 | 西南 | 其他 | 高楼层(共29层) | 2004年 | 塔楼'],['2201'],"['169,425元/平']",天河区
['六运小区 体育西路地铁口上 电梯高层视野好'],['体育西路 '],['天河南'],['3室1厅 | 83.21平米 | 西南 东 | 其他 | 高楼层(共9层) | 1999年 | 塔楼'],['398'],"['47,831元/平']",天河区
['新装修南向三房 采光好 视野开阔 珠江新城'],['六运小区 '],['天河南'],['3室2厅 | 95.2平米 | 南 | 精装 | 高楼层(共8层) | 1993年 | 塔楼'],['500'],"['52,522元/平']",天河区
['方正阔落三房，精装拎包入住，臻贵双电梯配置'],['体育西路 '],['天河南'],['3室2厅 | 97.03平米 | 东北 | 其他 | 高楼层(共9层) | 1999年 | 塔楼'],['498'],"['51,325元/平']",天河区
['金富苑 格局方正，业主诚心 采光通风好'],['金富苑 '],['天润路'],['3室1厅 | 94.57平米 | 东 北 | 毛坯 | 9层 | 1999年 | 塔楼'],['517'],"['54,669元/平']",天河区
['瑞华大厦三房 精装修 交通方便'],['瑞华大厦 '],['天润路'],['3室1厅 | 89.15平米 | 西南 | 精装 | 低楼层(共30层) | 1998年 | 板塔结合'],['520'],"['58,329元/平']",天河区
['南向电梯高层3房 视野好 光线好'],['乐意居花园 '],['长兴'],['3室2厅 | 95.07平米 | 南 | 简装 | 中楼层(共9层) | 1999年 | 塔楼'],['340'],"['35,764元/平']",天河区
['光机电 格局方正三房 花园小区房 看房随时预约'],['光机电研究所 '],['龙口东'],['3室1厅 | 83.81平米 | 南 北 | 其他 | 中楼层(共8层) | 1995年 | 塔楼'],['499'],"['59,540元/平']",天河区
['近华师地铁口，安静不吵，户型方正实用，实用率高'],['华天国际广场 '],['龙口东'],['3室1厅 | 95.67平米 | 北 | 其他 | 中楼层(共30层) | 2001年 | 塔楼'],['510'],"['53,309元/平']",天河区
['天河北华yang原装电梯，自住保养好，南向精装三房两卫'],['怡侨大厦 '],['体育中心'],['3室2厅 | 99平米 | 东南 南 | 精装 | 高楼层(共25层) | 1998年 | 板塔结合'],['635'],"['64,142元/平']",天河区
['龙口花苑 大型小区花园  采光通风好'],['龙口花苑 '],['龙口西'],['3室1厅 | 100.26平米 | 东 | 其他 | 中楼层(共9层) | 2002年 | 塔楼'],['580'],"['57,850元/平']",天河区
['五山团校宿舍 南向三房 住家舒适 近华师地铁站'],['五山团校宿舍 '],['龙口东'],['3室2厅 | 93.69平米 | 东南 | 其他 | 中楼层(共5层)  | 板楼'],['438'],"['46,750元/平']",天河区
['珠江新城小区业主诚心出*，采光好，户型方正，满五年'],['丽晶华庭 '],['珠江新城西'],['3室1厅 | 145.84平米 | 北 | 简装 | 中楼层(共30层) | 1998年 | 塔楼'],['739'],"['50,672元/平']",天河区
['嘉怡花苑 精装三房 业主自住 看房好约'],['嘉怡花苑 '],['天润路'],['3室2厅 | 98.96平米 | 西 | 其他 | 中楼层(共9层) | 1995年 | 塔楼'],['465'],"['46,989元/平']",天河区
['体育西苑，方正三房，视野开阔，满五年'],['体育西苑 '],['体育中心'],['3室2厅 | 132.86平米 | 南 | 精装 | 38层  | 板塔结合'],['830'],"['62,472元/平']",天河区
['过五年物业 户型方正09年楼盘 华师旁 业主诚意卖'],['银汇华庭 '],['天润路'],['3室2厅 | 91.5平米 | 南 | 精装 | 高楼层(共32层) | 2009年 | 塔楼'],['650'],"['71,039元/平']",天河区
['天河北 大型花园小区  400米地铁口'],['金富苑 '],['天润路'],['3室2厅 | 97.08平米 | 南 | 其他 | 9层 | 1999年 | 塔楼'],['535'],"['55,110元/平']",天河区
['体育中芯 精装三房 安静舒适 可拎包入住'],['侨景大厦 '],['体育中心'],['3室1厅 | 88.45平米 | 东北 | 精装 | 低楼层(共18层) | 1996年 | 塔楼'],['620'],"['70,097元/平']",天河区
['原装电梯楼，满五唯一，去年新装修，南向采光好。'],['天盛大厦 '],['天河南'],['3室2厅 | 85.04平米 | 南 | 精装 | 中楼层(共22层) | 1997年 | 塔楼'],['398'],"['46,802元/平']",天河区
['丰兴广场 143方 3房带主套 东北向 安静'],['丰兴广场 '],['天河南'],['3室2厅 | 142.88平米 | 东南 | 简装 | 低楼层(共32层) | 2010年 | 板塔结合'],['850'],"['59,491元/平']",天河区
['华苑大厦小区 70年住宅 华阳  南向两房  安静  满五年'],['华苑大厦 '],['体育中心'],['3室2厅 | 109.28平米 | 南 | 精装 | 低楼层(共30层) | 1998年 | 板塔结合'],['570'],"['52,160元/平']",天河区
['体育西路名雅苑 精装3房 格局方正采光好'],['名雅苑 '],['体育中心'],['3室2厅 | 103.55平米 | 南 | 其他 | 高楼层(共7层) | 1994年 | 板楼'],['618'],"['59,682元/平']",天河区
['体育东南雅苑 原装电梯 中高层 采光通风好安静不吵'],['南雅苑 '],['天河南'],['3室2厅 | 99.9平米 | 西 | 其他 | 中楼层(共18层) | 1997年 | 板塔结合'],['535'],"['53,554元/平']",天河区
['暨大校园旁电梯南向四房，户型方正实用'],['锦华轩 '],['石牌'],['3室1厅 | 77.85平米 | 南 北 | 简装 | 高楼层(共9层) | 1994年 | 塔楼'],['400'],"['51,381元/平']",天河区
['东南向  二改三  有天面平台多一层使用'],['侨怡苑 '],['体育中心'],['3室1厅 | 76.38平米 | 东南 | 精装 | 高楼层(共9层) | 1995年 | 板楼'],['543'],"['71,092元/平']",天河区
['南北向，通风好，采光好，中高楼层，居住舒适'],['育蕾小区 '],['天河南'],['3室2厅 | 97.75平米 | 南 北 | 精装 | 高楼层(共9层) | 1993年 | 塔楼'],['550'],"['56,266元/平']",天河区
['天河北高层原装电梯精装修全明三房业主诚心卖'],['贤人阁 '],['龙口西'],['3室2厅 | 101.88平米 | 东 东南 南 北 | 精装 | 高楼层(共22层) | 1999年 | 板塔结合'],['482'],"['47,311元/平']",天河区
['德欣小区 一梯两户 南北对流 双阳台 无遮挡'],['德欣小区 '],['石牌'],['3室2厅 | 98.12平米 | 南 | 精装 | 中楼层(共8层) | 1994年 | 塔楼'],['410'],"['41,786元/平']",天河区
['天河北 華陽 准电梯 厅出阳台 南向三房'],['侨怡苑 '],['体育中心'],['3室2厅 | 90.26平米 | 南 | 其他 | 高楼层(共10层) | 1992年 | 塔楼'],['680'],"['75,338元/平']",天河区
['龙口西 东南向 近华师地铁楼龄新'],['东方之珠花园 '],['天润路'],['3室1厅 | 91.27平米 | 东南 | 其他 | 低楼层(共28层) | 2004年 | 塔楼'],['820'],"['89,844元/平']",天河区
['红盾大厦 3室1厅 东'],['红盾大厦 '],['天河南'],['3室1厅 | 131平米 | 东 | 其他 | 28层 | 2008年 | 平房'],['888'],"['67,787元/平']",天河区
['暨大旁 电梯东南安静三房  东单边'],['银兰苑 '],['石牌'],['3室2厅 | 83.54平米 | 东南 | 其他 | 中楼层(共17层) | 1996年 | 塔楼'],['470'],"['56,261元/平']",天河区
['暨南大学旁 岗顶地铁口 总额低 户型房子实用 安静不吵'],['锦华轩 '],['石牌'],['3室1厅 | 71平米 | 南 | 简装 | 中楼层(共9层) | 1994年 | 塔楼'],['265'],"['37,324元/平']",天河区
['冼村高层电梯，精装修，户型方正，朝向采光好'],['广信牡丹阁 '],['天河南'],['3室1厅 | 102.51平米 | 东南 | 精装 | 中楼层(共25层) | 1997年 | 塔楼'],['519'],"['50,630元/平']",天河区
['名雅苑这套房是在园林中间旺中带静三房装修拎包入住'],['名雅苑 '],['体育中心'],['3室1厅 | 103.56平米 | 南 北 | 精装 | 低楼层(共7层) | 1994年 | 塔楼'],['720'],"['69,525元/平']",天河区
['带华Yang  高层南向  繁华地段  景观好'],['华苑大厦 '],['体育中心'],['3室2厅 | 109平米 | 西南 | 精装 | 高楼层(共30层) | 1996年 | 板塔结合'],['459'],"['42,111元/平']",天河区
['此房满五年 产权清晰 繁华地段 配套成熟 交通便利'],['贤人阁 '],['龙口西'],['3室2厅 | 101.88平米 | 东 北 | 简装 | 中楼层(共22层) | 1997年 | 板塔结合'],['438'],"['42,992元/平']",天河区
['伊顿18 南向高层 望花园 视野好'],['天誉华庭 '],['龙口西'],['3室1厅 | 97.36平米 | 南 | 精装 | 中楼层(共34层) | 2004年 | 板塔结合'],['680'],"['69,844元/平']",天河区
['怡侨大厦 满五唯一 配套齐全 交通方便 东南向三房'],['怡侨大厦 '],['体育中心'],['3室2厅 | 104.56平米 | 东南 | 其他 | 中楼层(共25层) | 1998年 | 板塔结合'],['498'],"['47,629元/平']",天河区
['芳草园 高层 安静看花园 采光通风好'],['芳草园 '],['天润路'],['3室1厅 | 86.07平米 | 东 北 东北 | 精装 | 高楼层(共30层) | 2004年 | 板塔结合'],['686'],"['79,703元/平']",天河区
['五山花园 电梯高层 采光通风充足 地|铁口200米'],['五山花园 '],['五山'],['3室2厅 | 89.98平米 | 南 北 | 简装 | 高楼层(共10层)  | 塔楼'],['500'],"['55,568元/平']",天河区
['电梯三房，中层，采光好，带40方平台'],['天盛大厦 '],['天河南'],['3室1厅 | 104.68平米 | 南 | 精装 | 低楼层(共22层) | 1997年 | 塔楼'],['420'],"['40,123元/平']",天河区
['华工东区 电梯大3房 南北对流  地势高 位置好'],['华南理工大学东住宅区 '],['五山'],['3室2厅 | 98.15平米 | 南 北 | 其他 | 高楼层(共7层) | 2003年 | 塔楼'],['630'],"['64,188元/平']",天河区
['体育西苑，方正三房，视野开阔，满五年'],['体育西苑 '],['体育中心'],['3室2厅 | 132.86平米 | 南 | 精装 | 38层  | 板塔结合'],['830'],"['62,472元/平']",天河区
['南向三房 厅出阳台 采光好 户型合理'],['德埔小区 '],['石牌'],['3室1厅 | 87.59平米 | 南 | 精装 | 中楼层(共8层) | 1993年 | 塔楼'],['510'],"['58,226元/平']",天河区
['天河北太古汇旁，名雅苑南区，安静高层，装修好'],['名雅苑 '],['体育中心'],['3室2厅 | 98.35平米 | 南 北 | 精装 | 高楼层(共8层) | 1994年 | 塔楼'],['650'],"['66,091元/平']",天河区
['高层南向电梯，通风采光好，带主套安静，视野开阔'],['西雅苑 '],['体育中心'],['3室1厅 | 109.72平米 | 北 西 南 | 简装 | 高楼层(共28层) | 1998年 | 塔楼'],['763'],"['69,541元/平']",天河区
['六运小区三房  正东西向 户型格局好'],['六运小区 '],['天河南'],['3室1厅 | 82.44平米 | 东南 | 精装 | 中楼层(共8层) | 1993年 | 塔楼'],['473'],"['57,376元/平']",天河区
['东方之珠花园 南向三房 精装修 近地铁'],['东方之珠花园 '],['天润路'],['3室1厅 | 91.27平米 | 东南 西北 | 其他 | 低楼层(共28层) | 2004年 | 塔楼'],['628'],"['68,807元/平']",天河区
['南向 电梯 三房一厅 地铁在家门口'],['恒城大厦 '],['天河南'],['3室1厅 | 94.28平米 | 西南 | 简装 | 中楼层(共31层) | 1998年 | 塔楼'],['445'],"['47,200元/平']",天河区
['华苑大厦 少有大平层 装修好 看房方便'],['华苑大厦 '],['体育中心'],['3室2厅 | 171.21平米 | 东南 | 其他 | 低楼层(共30层) | 1998年 | 板塔结合'],['860'],"['50,231元/平']",天河区
['天文苑小区 华阳 体育馆相邻，精装修 即买即住 过五年'],['天文苑 '],['体育中心'],['3室2厅 | 99.51平米 | 东北 | 精装 | 高楼层(共29层)  | 塔楼'],['855'],"['85,922元/平']",天河区
['龙口花苑 大型花园小区 高层三房 住家舒适'],['龙口花苑 '],['龙口西'],['3室2厅 | 103.48平米 | 北 南 | 精装 | 高楼层(共9层) | 2002年 | 塔楼'],['428'],"['41,361元/平']",天河区
['房子 南北对流  厅出阳台 带大平台'],['侨怡苑 '],['体育中心'],['3室1厅 | 76.38平米 | 南 | 精装 | 低楼层(共10层) | 1992年 | 塔楼'],['760'],"['99,503元/平']",天河区
['伊顿18，98方南向三房，厅出阳台望花园，此单位少放盘'],['天誉华庭 '],['龙口西'],['3室2厅 | 98平米 | 南 | 精装 | 低楼层(共34层) | 2004年 | 板塔结合'],['830'],"['84,694元/平']",天河区
['天河北 宏景台 楼龄新 装修保养好 三房'],['宏景台 '],['体育中心'],['3室1厅 | 100.25平米 | 西北 | 其他 | 中楼层(共22层) | 2005年 | 塔楼'],['896'],"['89,377元/平']",天河区
['华苑大厦，业主诚意卖房，看房方便'],['华苑大厦 '],['体育中心'],['3室2厅 | 109.01平米 | 西北 | 其他 | 高楼层(共30层) | 1996年 | 板塔结合'],['500'],"['45,868元/平']",天河区
['房子精装修，望体育中芯景观，交通便利，户型好靓仔'],['都市华庭(天河) '],['体育中心'],['3室2厅 | 147.45平米 | 西 | 其他 | 低楼层(共30层) | 2001年 | 板塔结合'],['1050'],"['71,211元/平']",天河区
['满5房源 户型方正实用 可拎包入住'],['南兴花园(天河区) '],['天河客运站'],['3室1厅 | 84.74平米 | 北 | 简装 | 中楼层(共7层) | 2004年 | 塔楼'],['345'],"['40,713元/平']",天河区
['南向三房 格局方正 采光通风好'],['东园小区东区 '],['石牌'],['3室1厅 | 79.45平米 | 南 | 精装 | 高楼层(共8层) | 1992年 | 塔楼'],['238'],"['29,956元/平']",天河区
['六运小区，电梯南向，采光好，下楼即是体育西路地铁口'],['六运小区 '],['天河南'],['3室1厅 | 74.84平米 | 西南 北 | 其他 | 高楼层(共9层) | 1993年 | 塔楼'],['410'],"['54,784元/平']",天河区
['六运小区，电梯三房，安静近地铁，南北通透'],['六运小区 '],['天河南'],['3室1厅 | 81.49平米 | 南 北 | 简装 | 高楼层(共9层)  | 塔楼'],['410'],"['50,313元/平']",天河区
['实用全明大三房 南北对流使用率高'],['南油宿舍 '],['石牌'],['3室1厅 | 102.01平米 | 南 | 其他 | 中楼层(共8层) | 1998年 | 塔楼'],['420'],"['41,173元/平']",天河区
['华阳电梯三房 东向 通风采光好 配套齐全 交通便利'],['怡侨大厦 '],['体育中心'],['3室1厅 | 106.64平米 | 东 | 其他 | 低楼层(共25层) | 1998年 | 板塔结合'],['820'],"['76,895元/平']",天河区
['南兴花园 电梯三期 东南向 安静看花园'],['南兴花园(天河区) '],['天河客运站'],['3室2厅 | 92.46平米 | 东南 | 简装 | 低楼层(共18层) | 2007年 | 塔楼'],['319'],"['34,502元/平']",天河区
['产权清晰 东南朝向 视野开阔 采光好'],['广信牡丹阁 '],['天河南'],['3室1厅 | 102.56平米 | 东南 | 其他 | 低楼层(共25层) | 1997年 | 塔楼'],['488'],"['47,582元/平']",天河区
['天河北 侨怡苑三房 带平台 使用率高'],['侨怡苑 '],['体育中心'],['3室2厅 | 77.44平米 | 南 北 | 简装 | 低楼层(共10层) | 1992年 | 塔楼'],['430'],"['55,527元/平']",天河区
['天河区  电梯3房  方正户型  诚心出让 满五唯一'],['南兴花园(天河区) '],['天河客运站'],['3室2厅 | 88.21平米 | 东北 | 其他 | 中楼层(共12层) | 2004年 | 塔楼'],['260'],"['29,476元/平']",天河区
['方正三房全明户型 双阳台 明亮通透'],['富丽花苑 '],['天河南'],['3室2厅 | 101.04平米 | 南 北 | 其他 | 高楼层(共8层) | 2000年 | 塔楼'],['580'],"['57,404元/平']",天河区
['体育西 正佳广场旁 原装电梯高层两房 看房方便有钥匙'],['天盛大厦 '],['天河南'],['3室1厅 | 85.05平米 | 北 | 精装 | 中楼层(共22层) | 1997年 | 塔楼'],['380'],"['44,680元/平']",天河区
['侨怡苑 3室2厅 南 北'],['侨怡苑 '],['体育中心'],['3室2厅 | 81.85平米 | 南 北 | 其他 | 中楼层(共8层) | 1995年 | 板楼'],['600'],"['73,305元/平']",天河区
['半山翠庭三房两卫全明格局跃式结构'],['半山翠庭 '],['五山'],['3室2厅 | 108.87平米 | 南 北 | 简装 | 中楼层(共7层) | 1999年 | 板楼'],['520'],"['47,764元/平']",天河区
['南兴花园 中间楼层 户型方正 实用三房 实用率高'],['南兴花园(天河区) '],['天河客运站'],['3室1厅 | 85.88平米 | 东北 | 精装 | 中楼层(共7层) | 2004年 | 塔楼'],['285'],"['33,186元/平']",天河区
['省农科院西区 3室2厅 南'],['省农科院西区 '],['五山'],['3室2厅 | 74.53平米 | 南 | 其他 | 中楼层(共8层) | 2000年 | 塔楼'],['450'],"['60,379元/平']",天河区
['华南农业大学园内钢铁研究所  南北对流户型'],['钢铁研究所 '],['五山'],['3室2厅 | 87.98平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼'],['500'],"['56,832元/平']",天河区
['珠江新城旁体育东住家精装修诚心卖'],['广信惠兰阁 '],['天河南'],['3室1厅 | 87.48平米 | 东 | 精装 | 高楼层(共18层) | 1997年 | 塔楼'],['400'],"['45,725元/平']",天河区
['天河区  电梯3房  方正户型  诚心出让 满五唯一'],['南兴花园(天河区) '],['天河客运站'],['3室2厅 | 88.21平米 | 东北 | 其他 | 中楼层(共12层) | 2004年 | 塔楼'],['260'],"['29,476元/平']",天河区
['天河北 侨怡苑三房 带平台 使用率高'],['侨怡苑 '],['体育中心'],['3室2厅 | 77.44平米 | 南 北 | 简装 | 低楼层(共10层) | 1992年 | 塔楼'],['430'],"['55,527元/平']",天河区
['茶景园，  电梯大三房带大阳台'],['茶景园 '],['五山'],['3室2厅 | 95.71平米 | 东北 | 其他 | 中楼层(共9层) | 1995年 | 塔楼'],['450'],"['47,018元/平']",天河区
['天河中轴 网红六运小区 精装三房'],['六运小区 '],['天河南'],['3室2厅 | 81.8平米 | 南 北 | 精装 | 低楼层(共8层) | 1997年 | 板塔结合'],['480'],"['58,680元/平']",天河区
['天河北 正宗西雅苑 大三房，安静封闭式小区管理好'],['西雅苑 '],['体育中心'],['3室2厅 | 104.4平米 | 西南 北 | 其他 | 低楼层(共28层)  | 塔楼'],['695'],"['66,571元/平']",天河区
